Process ID,Arrival Time,Burst Time,Priority
P2893,710,1,3
P2894,142,6,8
P2895,916,23,2
P2896,914,23,18
P2897,827,43,9
P2898,604,43,13
P2899,472,23,7
P2900,416,32,10
P2901,304,30,9
P2902,735,13,15
P2903,496,43,5
P2904,290,18,12
P2905,939,23,1
P2906,101,15,12
P2907,985,33,6
P2908,266,21,19
P2909,866,39,19
P2910,967,23,16
P2911,621,27,19
P2912,973,45,3
P2913,841,44,10
P2914,961,18,18
P2915,941,24,13
P2916,776,47,18
P2917,2,40,3
P2918,84,42,3
P2919,793,7,12
P2920,327,48,7
P2921,815,20,8
P2922,449,27,9
P2923,453,6,14
P2924,923,27,5
P2925,628,9,19
P2926,220,45,16
P2927,153,31,12
P2928,664,21,4
P2929,11,26,8
P2930,132,40,7
P2931,993,48,15
P2932,303,45,6
P2933,292,13,5
P2934,974,49,14
P2935,299,23,13
P2936,739,20,10
P2937,782,37,18
P2938,42,28,4
P2939,943,17,8
P2940,342,28,11
P2941,325,41,17
P2942,813,2,18
P2943,497,25,11
P2944,363,41,16
P2945,890,6,12
P2946,426,11,13
P2947,20,38,16
P2948,406,6,1
P2949,618,45,16
P2950,335,11,15
P2951,814,14,6
P2952,116,2,12
P2953,123,40,8
P2954,398,3,7
P2955,792,35,2
P2956,803,33,12
P2957,714,24,14
P2958,50,19,16
P2959,782,18,11
P2960,323,49,9
P2961,788,24,10
P2962,140,45,17
P2963,469,35,12
P2964,786,1,6
P2965,801,36,19
P2966,333,25,11
P2967,892,45,9
P2968,963,49,6
P2969,372,43,16
P2970,563,34,16
P2971,493,25,6
P2972,538,16,5
P2973,668,34,4
P2974,750,29,2
P2975,155,19,6
P2976,290,23,9
P2977,647,19,17
P2978,143,25,14
P2979,105,16,7
P2980,419,9,19
P2981,669,1,1
P2982,657,42,15
P2983,1,19,18
P2984,944,33,3
P2985,588,34,18
P2986,643,16,2
P2987,89,44,10
P2988,344,40,11
P2989,349,18,3
P2990,458,34,7
P2991,262,25,8
P2992,350,45,19
P2993,107,6,18
P2994,585,21,13
P2995,38,6,13
P2996,908,32,19
P2997,158,41,12
P2998,582,48,17
P2999,958,43,12
P3000,311,39,13
P3001,240,31,12
P3002,937,42,19
P3003,444,10,14
P3004,297,30,7
P3005,951,18,13
P3006,35,24,6
P3007,83,9,19
P3008,451,31,19
P3009,885,15,4
P3010,774,4,19
P3011,821,40,9
P3012,384,9,16
P3013,171,45,4
P3014,375,9,6
P3015,684,26,8
P3016,361,4,16
P3017,558,17,5
P3018,890,16,10
P3019,140,15,13
P3020,886,35,14
P3021,917,5,7
P3022,117,5,6
P3023,276,20,7
P3024,725,15,5
P3025,219,18,18
P3026,904,47,12
P3027,25,2,6
P3028,520,29,1
P3029,782,13,4
P3030,9,4,19
P3031,983,42,12
P3032,377,45,15
P3033,632,10,3
P3034,636,31,8
P3035,681,41,11
P3036,583,8,16
P3037,151,3,9
P3038,719,48,3
P3039,48,46,5
P3040,153,9,14
P3041,858,30,15
P3042,292,11,6
P3043,579,35,4
P3044,49,37,8
P3045,663,42,19
P3046,530,13,5
P3047,611,36,13
P3048,59,13,16
P3049,166,12,1
P3050,201,37,13
P3051,856,10,11
P3052,145,9,8
P3053,914,7,8
P3054,675,2,14
P3055,969,23,13
P3056,992,39,3
P3057,438,40,4
P3058,241,39,15
P3059,580,21,15
P3060,686,23,13
P3061,560,29,9
P3062,482,14,10
P3063,107,26,12
P3064,225,5,14
P3065,672,31,1
P3066,630,25,14
P3067,660,31,14
P3068,976,20,8
P3069,661,44,16
P3070,431,17,14
P3071,804,45,1
P3072,654,2,16
P3073,418,25,18
P3074,987,13,7
P3075,454,39,15
P3076,159,28,17
P3077,522,42,19
P3078,649,6,13
P3079,968,3,9
P3080,589,35,15
P3081,76,18,3
P3082,508,11,1
P3083,440,20,16
P3084,253,5,8
P3085,920,19,13
P3086,769,22,8
P3087,319,19,17
P3088,802,47,14
P3089,262,16,7
P3090,596,24,15
P3091,657,41,16
P3092,834,4,19
P3093,553,15,6
P3094,373,25,1
P3095,636,44,12
P3096,166,35,18
P3097,936,14,16
P3098,752,49,12
P3099,458,19,13
P3100,998,38,8
P3101,279,36,1
P3102,699,7,7
P3103,301,30,15
P3104,530,19,13
P3105,579,49,13
P3106,217,25,9
P3107,101,16,15
P3108,553,47,4
P3109,287,40,13
P3110,166,8,12
P3111,620,18,5
P3112,35,28,7
P3113,743,16,8
P3114,740,19,5
P3115,352,42,9
P3116,675,17,14
P3117,898,45,12
P3118,72,13,4
P3119,647,7,8
P3120,352,27,17
P3121,890,10,8
P3122,69,34,1
P3123,424,36,2
P3124,998,25,4
P3125,707,6,1
P3126,780,24,7
P3127,560,18,1
P3128,827,23,9
P3129,641,6,3
P3130,955,29,12
P3131,516,25,19
P3132,427,17,15
P3133,538,46,16
P3134,159,24,10
P3135,148,11,6
P3136,775,26,17
P3137,229,34,17
P3138,711,28,19
P3139,561,3,18
P3140,66,11,11
P3141,811,38,7
P3142,380,14,10
P3143,57,26,7
P3144,258,48,5
P3145,341,21,12
P3146,837,39,16
P3147,129,30,18
P3148,726,8,3
P3149,171,20,15
P3150,769,48,5
P3151,613,32,13
P3152,208,22,19
P3153,802,7,12
P3154,353,9,5
P3155,470,45,6
P3156,797,1,7
P3157,115,29,10
P3158,263,8,16
P3159,661,4,8
P3160,811,35,9
P3161,441,3,4
P3162,547,45,8
P3163,452,40,7
P3164,844,7,15
P3165,476,27,3
P3166,286,1,17
P3167,302,27,11
P3168,310,16,9
P3169,207,38,5
P3170,617,7,10
P3171,445,44,15
P3172,669,23,14
P3173,632,41,4
P3174,54,11,2
P3175,911,42,12
P3176,11,33,1
P3177,656,36,5
P3178,399,37,6
P3179,907,41,11
P3180,647,17,8
P3181,979,35,7
P3182,514,48,4
P3183,655,5,6
P3184,541,48,16
P3185,236,32,15
P3186,278,3,14
P3187,347,47,12
P3188,626,35,12
P3189,103,14,16
P3190,629,48,15
P3191,516,31,13
P3192,979,31,11
P3193,871,17,17
P3194,247,24,15
P3195,363,23,14
P3196,320,18,10
P3197,632,14,12
P3198,285,15,16
P3199,148,15,15
P3200,83,6,10
P3201,965,27,4
P3202,405,15,9
P3203,977,36,9
P3204,455,8,11
P3205,742,15,11
P3206,799,3,7
P3207,160,47,10
P3208,783,13,4
P3209,459,41,5
P3210,549,34,5
P3211,499,24,11
P3212,737,40,9
P3213,508,32,16
P3214,653,32,9
P3215,803,30,4
P3216,480,49,2
P3217,662,13,14
P3218,113,1,3
P3219,748,34,18
P3220,577,15,6
P3221,360,44,11
P3222,340,14,18
P3223,769,29,12
P3224,986,34,5
P3225,760,18,9
P3226,968,7,18
P3227,448,29,19
P3228,842,31,3
P3229,834,25,9
P3230,179,38,4
P3231,701,14,17
P3232,406,8,17
P3233,665,27,2
P3234,195,2,9
P3235,465,17,9
P3236,310,37,5
P3237,261,14,15
P3238,418,25,15
P3239,405,30,3
P3240,938,29,19
P3241,142,20,3
P3242,341,21,6
P3243,315,22,4
P3244,100,35,13
P3245,243,37,13
P3246,489,16,11
P3247,11,49,5
P3248,238,43,1
P3249,560,17,9
P3250,41,16,17
P3251,677,2,1
P3252,593,4,3
P3253,428,21,15
P3254,802,39,10
P3255,157,34,8
P3256,215,30,12
P3257,669,6,15
P3258,461,17,9
P3259,133,39,10
P3260,66,25,9
P3261,847,5,15
P3262,6,5,1
P3263,947,20,2
P3264,525,16,19
P3265,72,41,14
P3266,398,37,8
P3267,404,40,6
P3268,674,9,12
P3269,577,5,15
P3270,858,42,14
P3271,129,2,1
P3272,930,9,11
P3273,465,43,3
P3274,205,36,19
P3275,787,22,18
P3276,977,22,2
P3277,767,22,7
P3278,265,34,8
P3279,536,29,19
P3280,961,38,15
P3281,792,46,10
P3282,252,33,1
P3283,821,18,6
P3284,288,7,13
P3285,163,1,14
P3286,94,33,3
P3287,781,1,11
P3288,832,24,3
P3289,109,4,19
P3290,335,4,10
P3291,821,18,15
P3292,237,27,11
P3293,380,43,15
P3294,435,32,13
P3295,898,33,5
P3296,482,28,4
P3297,936,42,13
P3298,901,41,9
P3299,24,36,17
P3300,652,6,2
P3301,116,16,5
P3302,481,34,16
P3303,391,23,7
P3304,916,42,1
P3305,993,24,12
P3306,963,49,11
P3307,536,13,12
P3308,78,18,19
P3309,579,13,12
P3310,172,49,12
P3311,955,37,14
P3312,11,43,2
P3313,799,39,2
P3314,127,42,4
P3315,607,17,16
P3316,91,15,10
P3317,652,18,13
P3318,542,23,2
P3319,845,30,3
P3320,531,34,19
P3321,657,4,6
P3322,988,3,19
P3323,827,7,19
P3324,446,18,8
P3325,389,42,14
P3326,671,7,10
P3327,860,40,3
P3328,42,6,6
P3329,253,22,15
P3330,129,1,18
P3331,59,4,14
P3332,662,46,19
P3333,466,49,10
P3334,286,43,15
P3335,516,29,4
P3336,466,21,2
P3337,929,26,3
P3338,777,14,7
P3339,344,9,16
P3340,641,47,10
P3341,381,12,19
P3342,778,42,17
P3343,689,6,19
P3344,252,20,5
P3345,926,24,13
P3346,55,27,13
P3347,462,38,11
P3348,456,8,11
P3349,982,1,16
P3350,82,49,15
P3351,904,49,17
P3352,98,24,18
P3353,148,47,19
P3354,328,7,4
P3355,155,19,5
P3356,189,22,7
P3357,493,35,2
P3358,882,30,1
P3359,262,29,12
P3360,79,22,10
P3361,399,11,8
P3362,763,20,1
P3363,608,29,12
P3364,259,41,2
P3365,771,42,10
P3366,614,34,17
P3367,551,1,3
P3368,784,31,7
P3369,100,30,12
P3370,358,48,8
P3371,379,18,12
P3372,819,17,3
P3373,220,38,17
P3374,819,14,9
P3375,419,23,10
P3376,123,25,6
P3377,421,15,1
P3378,230,46,12
P3379,689,22,5
P3380,62,3,13
P3381,484,19,15
P3382,627,44,11
P3383,702,34,8
P3384,573,35,5
P3385,767,1,2
P3386,482,21,12
P3387,518,29,2
P3388,154,6,16
P3389,91,37,3
P3390,981,1,10
P3391,525,1,19
P3392,454,27,8
P3393,740,21,7
P3394,597,16,1
P3395,644,44,12
P3396,509,40,5
P3397,182,26,16
P3398,385,16,4
P3399,573,28,17
P3400,730,1,2
P3401,404,36,12
P3402,245,10,1
P3403,741,43,12
P3404,590,17,12
P3405,660,23,12
P3406,649,7,19
P3407,470,44,17
P3408,825,7,11
P3409,887,44,13
P3410,422,15,8
P3411,900,34,10
P3412,64,46,8
P3413,12,45,8
P3414,212,4,9
P3415,985,14,7
P3416,241,14,14
P3417,492,16,2
P3418,212,7,11
P3419,692,32,8
P3420,337,19,13
P3421,996,2,15
P3422,172,10,3
P3423,671,17,14
P3424,163,37,15
P3425,464,12,2
P3426,994,6,19
P3427,496,22,12
P3428,699,32,4
P3429,394,41,3
P3430,702,20,5
P3431,916,1,3
P3432,307,47,15
P3433,767,6,19
P3434,182,19,2
P3435,628,18,12
P3436,793,6,5
P3437,509,45,17
P3438,707,33,14
P3439,545,23,10
P3440,563,23,3
P3441,623,26,4
P3442,763,13,6
P3443,593,7,16
P3444,743,15,7
P3445,226,44,15
P3446,744,27,11
P3447,732,26,1
P3448,435,33,5
P3449,924,15,13
P3450,421,36,14
P3451,553,45,9
P3452,20,27,17
P3453,553,5,15
P3454,396,2,7
P3455,624,33,12
P3456,104,16,6
P3457,191,23,16
P3458,16,38,5
P3459,119,16,9
P3460,392,14,14
P3461,424,29,8
P3462,128,26,14
P3463,129,35,12
P3464,571,15,10
P3465,559,3,13
P3466,28,23,19
P3467,96,29,15
P3468,9,34,8
P3469,241,33,10
P3470,825,41,3
P3471,955,41,3
P3472,231,23,5
P3473,788,7,16
P3474,283,3,17
P3475,714,32,6
P3476,758,31,16
P3477,801,18,2
P3478,775,43,15
P3479,954,7,18
P3480,725,41,1
P3481,199,1,19
P3482,944,14,12
P3483,78,32,8
P3484,912,6,6
P3485,955,39,12
P3486,854,10,7
P3487,855,7,18
P3488,172,26,14
P3489,466,34,8
P3490,580,30,14
P3491,415,36,5
P3492,939,21,9
P3493,448,17,8
P3494,86,33,2
P3495,100,10,16
P3496,7,47,13
P3497,844,42,7
P3498,199,12,16
P3499,504,16,7
P3500,86,41,14
P3501,42,32,14
P3502,384,15,12
P3503,620,27,1
P3504,434,28,1
P3505,407,17,12
P3506,482,46,15
P3507,663,2,4
P3508,16,36,7
P3509,644,7,16
P3510,147,13,3
P3511,276,15,7
P3512,231,25,6
P3513,825,23,16
P3514,926,22,8
P3515,365,26,6
P3516,227,33,10
P3517,650,11,16
P3518,435,10,11
P3519,398,25,13
P3520,210,37,6
P3521,390,48,1
P3522,498,43,19
P3523,539,38,12
P3524,562,41,6
P3525,490,45,18
P3526,441,24,13
P3527,260,40,7
P3528,772,46,13
P3529,349,33,8
P3530,351,17,17
P3531,519,24,9
P3532,319,37,13
P3533,137,2,2
P3534,549,32,4
P3535,622,24,2
P3536,991,9,4
P3537,367,4,18
P3538,219,17,5
P3539,336,17,19
P3540,222,48,10
P3541,647,30,18
P3542,767,40,10
P3543,359,11,5
P3544,920,21,17
P3545,328,21,13
P3546,961,18,17
P3547,462,29,9
P3548,945,24,12
P3549,962,10,14
P3550,560,45,14
P3551,803,17,8
P3552,381,18,5
P3553,835,42,19
P3554,589,48,14
P3555,616,20,9
P3556,168,37,7
P3557,216,45,8
P3558,377,18,14
P3559,118,17,14
P3560,189,9,11
P3561,766,14,14
P3562,369,49,8
P3563,777,29,3
P3564,148,31,18
P3565,675,4,3
P3566,651,18,13
P3567,858,20,12
P3568,487,47,15
P3569,769,43,18
P3570,373,44,5
P3571,780,9,7
P3572,692,13,11
P3573,159,15,11
P3574,350,27,15
P3575,911,15,10
P3576,287,28,15
P3577,287,37,13
P3578,891,19,14
P3579,225,26,17
P3580,522,26,13
P3581,521,25,10
P3582,782,26,1
P3583,272,26,1
P3584,935,46,15
P3585,401,28,16
P3586,182,49,12
P3587,968,18,6
P3588,664,32,6
P3589,487,3,12
P3590,826,2,15
P3591,845,33,4
P3592,123,42,4
P3593,984,19,2
P3594,625,17,12
P3595,789,44,7
P3596,413,33,9
P3597,979,12,9
P3598,724,49,8
P3599,171,3,14
P3600,287,43,1
P3601,434,49,12
P3602,685,26,2
P3603,112,35,13
P3604,887,8,4
P3605,916,36,18
P3606,994,7,19
P3607,121,46,16
P3608,543,46,14
P3609,221,36,8
P3610,630,16,12
P3611,38,24,9
P3612,496,1,6
P3613,779,49,18
P3614,232,25,2
P3615,942,10,8
P3616,529,16,14
P3617,148,16,6
P3618,396,8,10
P3619,660,29,8
P3620,637,39,17
P3621,903,28,12
P3622,301,6,17
P3623,359,16,13
P3624,237,20,19
P3625,646,16,12
P3626,662,7,16
P3627,235,41,5
P3628,735,14,16
P3629,202,43,6
P3630,255,26,11
P3631,597,26,17
P3632,661,14,14
P3633,234,7,6
P3634,344,33,11
P3635,533,26,12
P3636,859,45,13
P3637,796,20,4
P3638,780,3,7
P3639,465,4,2
P3640,769,26,6
P3641,540,11,6
P3642,212,2,18
P3643,462,14,8
P3644,435,44,8
P3645,282,30,8
P3646,561,49,8
P3647,606,12,1
P3648,462,26,2
P3649,406,44,12
P3650,87,33,15
P3651,43,13,4
P3652,460,14,3
P3653,277,24,14
P3654,682,34,8
P3655,420,44,13
P3656,700,26,19
P3657,352,21,5
P3658,695,28,13
P3659,514,48,1
P3660,702,36,16
P3661,629,40,2
P3662,18,2,7
P3663,22,42,6
P3664,412,9,5
P3665,29,23,4
P3666,806,15,2
P3667,107,13,10
P3668,366,23,5
P3669,280,17,18
P3670,127,48,10
P3671,228,2,15
P3672,110,20,9
P3673,135,20,11
P3674,361,46,17
P3675,185,3,9
P3676,655,12,16
P3677,583,40,6
P3678,128,2,11
P3679,875,36,17
P3680,260,14,4
P3681,514,16,15
P3682,448,19,1
P3683,899,34,1
P3684,103,44,9
P3685,482,46,12
P3686,223,6,4
P3687,831,13,13
P3688,873,36,7
P3689,865,22,8
P3690,490,18,13
P3691,472,12,11
P3692,9,30,9
P3693,404,40,16
P3694,895,7,10
P3695,301,32,11
P3696,230,48,12
P3697,730,19,14
P3698,922,6,19
P3699,65,20,12
P3700,936,27,18
P3701,111,43,17
P3702,12,37,3
P3703,392,48,1
P3704,499,7,19
P3705,931,5,4
P3706,597,11,16
P3707,233,15,12
P3708,601,3,13
P3709,313,5,17
P3710,565,23,8
P3711,11,37,13
P3712,208,9,5
P3713,973,15,18
P3714,13,3,15
P3715,632,29,12
P3716,417,6,17
P3717,436,17,15
P3718,376,26,2
P3719,19,21,6
P3720,586,8,17
P3721,911,21,16
P3722,754,11,17
P3723,734,38,9
P3724,69,8,5
P3725,823,42,1
P3726,210,24,6
P3727,100,35,14
P3728,697,14,17
P3729,131,14,19
P3730,622,10,1
P3731,380,12,1
P3732,131,38,13
P3733,19,44,14
P3734,905,46,6
P3735,535,34,6
P3736,226,41,1
P3737,153,10,14
P3738,804,17,3
P3739,741,17,10
P3740,468,3,19
P3741,821,31,19
P3742,999,1,19
P3743,870,12,4
P3744,404,39,19
P3745,201,4,10
P3746,37,42,2
P3747,941,13,4
P3748,771,34,6
P3749,187,42,7
P3750,56,21,16
P3751,940,22,7
P3752,19,4,18
P3753,272,18,19
P3754,118,5,9
P3755,582,19,10
P3756,515,2,13
P3757,220,12,18
P3758,525,17,16
P3759,514,10,17
P3760,727,34,13
P3761,740,6,12
P3762,335,8,10
P3763,697,11,1
P3764,54,12,8
P3765,499,9,18
P3766,899,2,2
P3767,887,8,16
P3768,765,11,12
P3769,535,36,9
P3770,161,10,3
P3771,669,21,4
P3772,593,20,2
P3773,914,48,8
P3774,158,8,10
P3775,187,36,16
P3776,59,29,11
P3777,914,42,18
P3778,816,12,14
P3779,318,14,8
P3780,877,48,15
P3781,210,21,17
P3782,405,22,18
P3783,663,21,6
P3784,108,44,14
P3785,75,30,3
P3786,541,39,7
P3787,313,20,15
P3788,997,24,16
P3789,116,23,16
P3790,926,7,8
P3791,867,9,7
P3792,703,1,6
P3793,18,26,2
P3794,431,38,13
P3795,684,38,12
P3796,739,44,15
P3797,349,22,9
P3798,182,44,2
P3799,112,10,17
P3800,182,6,5
P3801,480,17,11
P3802,145,38,19
P3803,830,24,7
P3804,627,10,2
P3805,112,8,16
P3806,762,21,12
P3807,475,6,15
P3808,762,21,1
P3809,302,39,13
P3810,970,24,6
P3811,824,33,13
P3812,117,18,18
P3813,812,28,3
P3814,160,32,1
P3815,400,12,15
P3816,197,48,13
P3817,259,42,5
P3818,659,27,13
P3819,751,10,5
P3820,46,46,19
P3821,986,42,18
P3822,398,32,10
P3823,709,42,8
P3824,558,26,15
P3825,77,25,4
P3826,123,11,2
P3827,74,23,6
P3828,870,34,3
P3829,136,40,7
P3830,601,23,10
P3831,399,29,6
P3832,836,31,16
P3833,504,7,2
P3834,499,40,17
P3835,572,33,13
P3836,137,21,1
P3837,49,2,6
P3838,770,18,5
P3839,972,47,13
P3840,618,33,18
P3841,624,37,12
P3842,861,34,7
P3843,253,20,15
P3844,629,35,3
P3845,709,18,16
P3846,848,46,1
P3847,876,24,16
P3848,562,8,12
P3849,756,30,19
P3850,914,44,8
P3851,425,10,12
P3852,546,23,15
P3853,301,49,2
P3854,921,11,17
P3855,580,2,7
P3856,348,26,13
P3857,831,36,1
P3858,932,33,6
P3859,979,47,13
P3860,48,13,11
P3861,916,40,10
P3862,73,25,16
P3863,703,4,17
P3864,260,42,17
P3865,355,19,4
P3866,581,18,5
P3867,601,37,14
P3868,259,30,10
P3869,637,19,14
P3870,742,23,1
P3871,294,16,11
P3872,930,1,18
P3873,640,12,16
P3874,791,24,18
P3875,312,34,8
P3876,611,8,10
P3877,837,18,10
P3878,808,48,5
P3879,181,5,10
P3880,685,26,18
P3881,827,30,6
P3882,363,13,3
P3883,187,19,8
P3884,568,29,9
P3885,542,3,5
P3886,595,26,2
P3887,663,40,2
P3888,984,12,7
P3889,547,2,17
P3890,724,11,10
P3891,925,44,12
P3892,407,28,2
P3893,875,18,10
P3894,617,13,1
P3895,413,37,4
P3896,341,22,13
P3897,219,12,12
P3898,902,2,11
P3899,162,37,10
P3900,950,7,15
P3901,219,26,5
P3902,269,26,17
P3903,631,24,5
P3904,905,12,2
P3905,847,16,9
P3906,399,23,6
P3907,181,40,18
P3908,990,9,14
P3909,617,32,19
P3910,728,15,14
P3911,204,37,8
P3912,581,13,17
P3913,555,5,3
P3914,840,11,10
P3915,812,10,17
P3916,227,13,11
P3917,695,41,8
P3918,618,46,1
P3919,595,15,13
P3920,849,42,4
P3921,249,7,7
P3922,874,40,14
P3923,440,28,5
P3924,532,32,11
P3925,195,35,17
P3926,689,15,5
P3927,928,48,3
P3928,986,36,5
P3929,518,21,15
P3930,69,6,19
P3931,638,1,16
P3932,398,4,8
P3933,977,11,13
P3934,671,44,16
P3935,759,26,3
P3936,202,37,1
P3937,147,23,9
P3938,471,29,9
P3939,654,21,17
P3940,943,48,2
P3941,198,45,9
P3942,916,45,19
P3943,425,49,13
P3944,665,27,5
P3945,491,39,9
P3946,887,40,13
P3947,895,13,1
P3948,141,23,15
P3949,312,16,4
P3950,164,30,4
P3951,313,4,10
P3952,20,40,6
P3953,81,16,12
P3954,580,31,16
P3955,130,42,3
P3956,598,25,14
P3957,729,44,1
P3958,932,12,10
P3959,983,26,15
P3960,304,37,7
P3961,914,48,4
P3962,370,33,14
P3963,856,28,16
P3964,852,9,14
P3965,383,12,3
P3966,907,5,17
P3967,444,28,14
P3968,424,35,18
P3969,160,5,3
P3970,177,34,19
P3971,628,46,3
P3972,707,34,12
P3973,894,13,5
P3974,489,39,10
P3975,326,42,9
P3976,597,45,1
P3977,288,48,13
P3978,592,14,3
P3979,663,11,19
P3980,572,42,11
P3981,572,38,16
P3982,353,4,6
P3983,27,33,3
P3984,953,7,19
P3985,42,41,6
P3986,680,8,8
P3987,422,37,13
P3988,597,10,12
P3989,176,43,10
P3990,528,15,3
P3991,609,38,4
P3992,965,15,1
P3993,493,5,13
P3994,197,29,4
P3995,609,19,11
P3996,576,10,19
P3997,841,12,11
P3998,852,4,12
P3999,516,31,11
P4000,513,18,6
P4001,21,16,12
P4002,111,40,9
P4003,56,36,10
P4004,65,25,3
P4005,841,23,3
P4006,97,12,16
P4007,143,34,3
P4008,879,36,10
P4009,434,37,11
P4010,636,3,8
P4011,678,9,6
P4012,85,18,11
P4013,587,43,12
P4014,343,35,16
P4015,935,34,18
P4016,293,41,13
P4017,955,14,3
P4018,570,4,15
P4019,649,29,14
P4020,610,41,18
P4021,703,45,14
P4022,242,15,5
P4023,830,28,14
P4024,560,42,8
P4025,959,16,15
P4026,31,12,15
P4027,390,5,19
P4028,276,34,6
P4029,531,42,19
P4030,153,1,8
P4031,382,39,6
P4032,67,32,15
P4033,877,26,3
P4034,883,17,10
P4035,213,48,15
P4036,654,27,16
P4037,375,24,17
P4038,743,35,19
P4039,212,46,11
P4040,78,42,16
P4041,725,39,5
P4042,627,26,5
P4043,603,49,14
P4044,781,38,18
P4045,922,23,8
P4046,380,22,5
P4047,679,4,7
P4048,57,49,16
P4049,795,9,14
P4050,25,4,5
P4051,880,7,9
P4052,446,23,4
P4053,65,2,4
P4054,920,49,16
P4055,759,24,17
P4056,253,40,15
P4057,898,31,4
P4058,967,47,6
P4059,43,31,16
P4060,96,47,4
P4061,553,40,6
P4062,226,48,5
P4063,773,43,16
P4064,678,34,16
P4065,435,24,10
P4066,790,49,9
P4067,600,26,4
P4068,378,16,14
P4069,177,47,4
P4070,426,13,12
P4071,914,15,10
P4072,708,27,4
P4073,306,4,18
P4074,778,16,13
P4075,503,30,13
P4076,267,44,14
P4077,585,30,18
P4078,7,36,1
P4079,919,3,16
P4080,507,22,15
P4081,475,49,5
P4082,296,22,6
P4083,163,49,6
P4084,484,12,3
P4085,596,21,16
P4086,71,4,12
P4087,566,31,4
P4088,904,44,1
P4089,558,31,4
P4090,910,23,1
P4091,943,20,8
P4092,237,15,5
P4093,103,23,2
P4094,209,28,12
P4095,553,16,17
P4096,827,37,7
P4097,467,21,11
P4098,453,15,4
P4099,267,17,5
P4100,385,37,6
P4101,774,13,11
P4102,847,19,1
P4103,386,30,10
P4104,876,45,11
P4105,258,18,17
P4106,282,14,8
P4107,625,36,13
P4108,874,36,18
P4109,39,20,16
P4110,485,19,2
P4111,928,45,5
P4112,219,44,18
P4113,128,7,3
P4114,519,44,17
P4115,612,4,16
P4116,927,34,6
P4117,891,2,19
P4118,687,5,7
P4119,618,10,18
P4120,612,32,14
P4121,259,42,6
P4122,989,41,8
P4123,965,13,15
P4124,365,39,15
P4125,757,5,15
P4126,786,10,16
P4127,543,10,1
P4128,648,38,11
P4129,523,27,5
P4130,906,21,5
P4131,813,8,6
P4132,886,1,2
P4133,15,28,6
P4134,128,49,14
P4135,574,39,11
P4136,108,14,4
P4137,886,21,9
P4138,532,30,3
P4139,669,21,16
P4140,268,49,11
P4141,161,9,4
P4142,259,17,1
P4143,923,5,16
P4144,101,31,19
P4145,505,40,16
P4146,734,38,11
P4147,570,43,8
P4148,246,19,1
P4149,639,36,9
P4150,794,33,12
P4151,836,13,8
P4152,536,14,17
P4153,130,33,10
P4154,352,29,7
P4155,195,43,19
P4156,792,49,6
P4157,915,36,19
P4158,929,44,18
P4159,665,10,15
P4160,381,31,2
P4161,644,6,14
P4162,226,1,10
P4163,700,7,16
P4164,475,27,7
P4165,476,21,8
P4166,264,28,10
P4167,371,16,15
P4168,485,46,8
P4169,433,23,13
P4170,645,20,12
P4171,210,38,8
P4172,571,25,15
P4173,939,28,12
P4174,376,5,11
P4175,394,21,19
P4176,449,18,14
P4177,942,47,18
P4178,363,6,13
P4179,875,29,4
P4180,456,19,17
P4181,724,33,19
P4182,727,1,9
P4183,225,45,7
P4184,981,3,1
P4185,130,42,7
P4186,587,21,7
P4187,475,35,7
P4188,797,41,8
P4189,985,40,16
P4190,276,3,3
P4191,155,25,13
P4192,759,45,10
P4193,217,38,18
P4194,189,45,7
P4195,416,20,5
P4196,980,44,7
P4197,674,45,17
P4198,691,34,4
P4199,545,21,16
P4200,40,48,19
P4201,306,23,10
P4202,942,6,3
P4203,337,13,3
P4204,313,49,17
P4205,74,23,10
P4206,952,9,17
P4207,278,17,17
P4208,175,2,4
P4209,895,19,6
P4210,661,19,12
P4211,272,7,17
P4212,836,42,17
P4213,619,42,10
P4214,650,20,7
P4215,861,9,16
P4216,782,17,13
P4217,858,27,3
P4218,930,47,2
P4219,288,2,16
P4220,723,36,6
P4221,892,19,6
P4222,271,17,13
P4223,929,5,7
P4224,65,39,5
P4225,482,18,7
P4226,935,7,2
P4227,247,17,17
P4228,155,39,13
P4229,46,36,16
P4230,934,40,2
P4231,453,45,5
P4232,200,4,18
P4233,659,38,7
P4234,123,25,11
P4235,0,5,11
P4236,967,30,17
P4237,758,12,16
P4238,854,4,13
P4239,639,24,5
P4240,190,29,16
P4241,578,9,16
P4242,515,4,16
P4243,441,24,14
P4244,920,14,6
P4245,814,5,2
P4246,805,18,14
P4247,142,42,16
P4248,190,19,13
P4249,532,12,15
P4250,226,18,12
P4251,312,17,9
P4252,628,30,18
P4253,948,24,14
P4254,301,11,4
P4255,653,35,8
P4256,995,23,8
P4257,459,17,16
P4258,400,1,10
P4259,550,15,17
P4260,392,32,1
P4261,866,9,18
P4262,763,15,10
P4263,844,28,4
P4264,206,24,1
P4265,209,35,4
P4266,114,22,4
P4267,736,27,4
P4268,645,19,17
P4269,250,45,9
P4270,218,12,19
P4271,406,20,13
P4272,442,1,4
P4273,602,21,5
P4274,353,49,13
P4275,887,45,16
P4276,557,1,5
P4277,549,10,8
P4278,141,47,16
P4279,611,32,1
P4280,500,39,6
P4281,839,22,11
P4282,701,18,16
P4283,546,48,5
P4284,658,46,16
P4285,541,32,7
P4286,845,27,19
P4287,506,28,1
P4288,595,18,9
P4289,880,39,18
