ProcessID,ArrivalTime,BurstTime,Priority,GroupID
P43_47,8,10,5,43
P43_48,16,8,4,43
P43_49,28,14,4,43
P43_50,31,1,2,43
P44_1,41,14,2,44
P44_2,0,1,1,44
P44_3,4,2,3,44
P44_4,23,13,5,44
P44_5,50,7,4,44
P44_6,23,10,3,44
P44_7,23,4,2,44
P44_8,48,17,3,44
P44_9,32,8,3,44
P44_10,36,6,5,44
P44_11,48,13,3,44
P44_12,28,18,5,44
P44_13,6,16,4,44
P44_14,5,18,2,44
P44_15,15,11,3,44
P44_16,13,7,5,44
P44_17,20,7,2,44
P44_18,18,20,2,44
P44_19,46,16,5,44
P44_20,42,4,1,44
P44_21,27,4,1,44
P44_22,20,7,5,44
P44_23,4,2,5,44
P44_24,13,8,4,44
P44_25,2,4,4,44
P44_26,18,15,1,44
P44_27,35,13,5,44
P44_28,6,12,5,44
P44_29,28,18,1,44
P44_30,8,11,5,44
P44_31,22,17,3,44
P44_32,33,20,5,44
P44_33,15,3,3,44
P44_34,10,4,2,44
P44_35,15,20,4,44
P44_36,20,14,2,44
P44_37,22,13,1,44
P44_38,36,13,5,44
P44_39,31,15,3,44
P44_40,1,20,1,44
P44_41,7,8,2,44
P44_42,44,16,2,44
P44_43,14,6,1,44
P44_44,15,15,3,44
P44_45,27,4,1,44
P44_46,14,17,5,44
P44_47,12,15,4,44
P44_48,12,6,1,44
P44_49,33,6,5,44
P44_50,10,9,3,44
P45_1,48,8,2,45
P45_2,2,16,1,45
P45_3,25,19,3,45
P45_4,20,13,4,45
P45_5,2,6,4,45
P45_6,37,13,1,45
P45_7,10,16,2,45
P45_8,47,14,2,45
P45_9,15,5,1,45
P45_10,22,5,4,45
P45_11,38,10,5,45
P45_12,2,17,2,45
P45_13,36,2,4,45
P45_14,6,13,1,45
P45_15,19,3,4,45
P45_16,28,19,1,45
P45_17,24,17,4,45
P45_18,37,9,3,45
P45_19,48,12,4,45
P45_20,9,8,1,45
P45_21,40,15,3,45
P45_22,39,17,1,45
P45_23,47,11,4,45
P45_24,24,19,2,45
P45_25,50,20,2,45
P45_26,21,11,4,45
P45_27,2,16,4,45
P45_28,6,16,5,45
P45_29,46,14,2,45
P45_30,42,13,1,45
P45_31,49,1,2,45
P45_32,31,10,5,45
P45_33,37,15,3,45
P45_34,40,2,4,45
P45_35,34,19,3,45
P45_36,41,20,3,45
P45_37,41,4,2,45
P45_38,32,15,5,45
P45_39,26,4,5,45
P45_40,28,14,2,45
P45_41,50,11,2,45
P45_42,25,8,4,45
P45_43,24,11,3,45
P45_44,45,11,5,45
P45_45,46,5,4,45
P45_46,25,4,2,45
P45_47,26,16,2,45
P45_48,19,2,3,45
P45_49,20,17,5,45
P45_50,4,8,3,45
P46_1,33,3,4,46
P46_2,33,11,4,46
P46_3,44,13,2,46
P46_4,38,4,4,46
P46_5,4,1,4,46
P46_6,27,7,2,46
P46_7,42,20,4,46
P46_8,2,16,2,46
P46_9,2,20,5,46
P46_10,7,5,3,46
P46_11,6,13,4,46
P46_12,31,7,1,46
P46_13,2,6,1,46
P46_14,26,8,2,46
P46_15,49,3,1,46
P46_16,11,9,5,46
P46_17,38,17,2,46
P46_18,46,20,2,46
P46_19,8,15,4,46
P46_20,2,15,5,46
P46_21,6,15,3,46
P46_22,19,9,2,46
P46_23,42,20,1,46
P46_24,46,8,1,46
P46_25,43,12,4,46
P46_26,6,16,4,46
P46_27,19,9,2,46
P46_28,3,3,1,46
P46_29,5,5,2,46
P46_30,5,14,2,46
P46_31,13,16,2,46
P46_32,30,14,5,46
P46_33,35,19,3,46
P46_34,47,7,2,46
P46_35,26,14,5,46
P46_36,46,8,2,46
P46_37,44,13,1,46
P46_38,21,9,4,46
P46_39,42,17,1,46
P46_40,33,13,5,46
P46_41,26,17,3,46
P46_42,34,3,4,46
P46_43,46,5,1,46
P46_44,32,16,2,46
P46_45,10,20,2,46
P46_46,33,11,1,46
P46_47,39,3,2,46
P46_48,37,9,2,46
P46_49,18,16,5,46
P46_50,26,18,2,46
P47_1,39,17,3,47
P47_2,2,19,5,47
P47_3,40,12,4,47
P47_4,11,19,1,47
P47_5,14,8,4,47
P47_6,14,17,1,47
P47_7,16,16,2,47
P47_8,12,6,4,47
P47_9,14,7,5,47
P47_10,48,20,4,47
P47_11,21,6,5,47
P47_12,40,15,1,47
P47_13,14,5,1,47
P47_14,6,8,4,47
P47_15,48,18,3,47
P47_16,6,5,5,47
P47_17,11,9,1,47
P47_18,43,9,5,47
P47_19,35,17,4,47
P47_20,49,20,4,47
P47_21,49,16,2,47
P47_22,13,20,5,47
P47_23,16,15,1,47
P47_24,15,12,2,47
P47_25,19,17,3,47
P47_26,27,8,3,47
P47_27,3,7,1,47
P47_28,39,4,3,47
P47_29,15,4,5,47
P47_30,15,11,5,47
P47_31,25,11,5,47
P47_32,27,2,2,47
P47_33,29,16,1,47
P47_34,36,6,2,47
P47_35,34,4,5,47
P47_36,33,6,5,47
P47_37,35,18,1,47
P47_38,6,1,1,47
P47_39,21,20,3,47
P47_40,25,10,1,47
P47_41,32,18,4,47
P47_42,19,5,1,47
P47_43,17,7,4,47
P47_44,20,12,1,47
P47_45,40,1,3,47
P47_46,43,16,4,47
P47_47,17,8,4,47
P47_48,35,18,2,47
P47_49,9,4,3,47
P47_50,34,8,1,47
P48_1,12,16,3,48
P48_2,4,13,5,48
P48_3,27,5,1,48
P48_4,15,13,2,48
P48_5,10,13,1,48
P48_6,43,7,2,48
P48_7,47,9,3,48
P48_8,12,5,3,48
P48_9,0,6,2,48
P48_10,19,11,5,48
P48_11,45,10,4,48
P48_12,36,12,4,48
P48_13,11,12,2,48
P48_14,43,2,1,48
P48_15,22,15,3,48
P48_16,16,16,3,48
P48_17,17,3,3,48
P48_18,41,7,3,48
P48_19,39,6,3,48
P48_20,26,10,1,48
P48_21,4,5,5,48
P48_22,7,3,5,48
P48_23,19,10,5,48
P48_24,29,12,5,48
P48_25,13,7,3,48
P48_26,20,17,1,48
P48_27,35,17,1,48
P48_28,4,10,2,48
P48_29,21,12,5,48
P48_30,3,6,5,48
P48_31,1,2,1,48
P48_32,1,18,2,48
P48_33,20,11,5,48
P48_34,1,15,5,48
P48_35,18,4,2,48
P48_36,14,1,3,48
P48_37,17,2,1,48
P48_38,39,18,2,48
P48_39,44,13,5,48
P48_40,0,17,1,48
P48_41,12,16,1,48
P48_42,38,4,1,48
P48_43,46,16,5,48
P48_44,37,19,4,48
P48_45,34,16,2,48
P48_46,14,4,2,48
P48_47,7,6,1,48
P48_48,30,3,5,48
P48_49,23,4,4,48
P48_50,12,7,4,48
P49_1,31,10,1,49
P49_2,25,8,2,49
P49_3,18,2,3,49
P49_4,11,8,1,49
P49_5,25,8,2,49
P49_6,5,13,1,49
P49_7,28,6,5,49
P49_8,14,16,1,49
P49_9,1,14,4,49
P49_10,43,13,2,49
P49_11,16,6,5,49
P49_12,25,2,5,49
P49_13,41,11,2,49
P49_14,46,13,4,49
P49_15,6,15,5,49
P49_16,31,17,1,49
P49_17,1,5,1,49
P49_18,22,3,4,49
P49_19,11,6,5,49
P49_20,14,3,3,49
P49_21,5,19,2,49
P49_22,11,15,2,49
P49_23,31,15,1,49
P49_24,6,19,3,49
P49_25,15,4,5,49
P49_26,43,18,5,49
P49_27,33,2,3,49
P49_28,35,13,2,49
P49_29,20,1,5,49
P49_30,20,5,5,49
P49_31,10,7,3,49
P49_32,15,15,2,49
P49_33,43,19,5,49
P49_34,49,1,4,49
P49_35,22,3,4,49
P49_36,45,10,2,49
P49_37,2,18,3,49
P49_38,41,6,1,49
P49_39,45,15,2,49
P49_40,0,19,5,49
P49_41,25,18,2,49
P49_42,29,4,3,49
P49_43,22,8,1,49
P49_44,32,5,2,49
P49_45,5,1,5,49
P49_46,9,3,4,49
P49_47,26,18,1,49
P49_48,50,18,1,49
P49_49,17,13,5,49
P49_50,49,11,1,49
P50_1,46,17,4,50
P50_2,24,10,3,50
P50_3,20,7,4,50
P50_4,9,6,2,50
P50_5,11,13,3,50
P50_6,13,4,5,50
P50_7,10,6,2,50
P50_8,16,20,3,50
P50_9,37,15,2,50
P50_10,38,17,1,50
P50_11,13,3,2,50
P50_12,50,11,5,50
P50_13,28,18,4,50
P50_14,10,17,3,50
P50_15,29,13,1,50
P50_16,23,18,2,50
P50_17,1,16,1,50
P50_18,39,17,4,50
P50_19,6,10,2,50
P50_20,30,6,4,50
P50_21,50,12,4,50
P50_22,46,18,5,50
P50_23,28,6,4,50
P50_24,22,12,3,50
P50_25,6,3,5,50
P50_26,49,14,3,50
P50_27,48,18,4,50
P50_28,27,15,1,50
P50_29,20,7,5,50
P50_30,9,10,1,50
P50_31,23,2,3,50
P50_32,33,9,3,50
P50_33,44,8,3,50
P50_34,48,17,5,50
P50_35,42,7,1,50
P50_36,11,18,1,50
P50_37,30,15,3,50
P50_38,30,2,4,50
P50_39,6,1,4,50
P50_40,34,14,1,50
P50_41,6,4,5,50
P50_42,15,12,3,50
P50_43,20,15,1,50
P50_44,46,4,1,50
P50_45,11,4,3,50
P50_46,0,4,5,50
P50_47,7,7,3,50
P50_48,10,10,3,50
P50_49,24,14,5,50
P50_50,43,15,5,50
P51_1,18,19,5,51
P51_2,39,14,2,51
P51_3,8,14,3,51
P51_4,46,15,2,51
P51_5,33,18,4,51
P51_6,3,10,1,51
P51_7,12,11,5,51
P51_8,11,2,3,51
P51_9,29,7,2,51
P51_10,8,13,4,51
P51_11,7,17,4,51
P51_12,8,7,1,51
P51_13,46,17,1,51
P51_14,43,13,4,51
P51_15,22,5,5,51
P51_16,31,1,5,51
P51_17,26,19,5,51
P51_18,9,11,3,51
P51_19,46,12,5,51
P51_20,30,5,2,51
P51_21,16,13,4,51
P51_22,39,5,2,51
P51_23,26,9,4,51
P51_24,42,1,3,51
P51_25,26,4,4,51
P51_26,39,7,2,51
P51_27,4,16,5,51
P51_28,3,10,4,51
P51_29,18,1,4,51
P51_30,17,14,1,51
P51_31,2,17,1,51
P51_32,41,2,3,51
P51_33,2,16,4,51
P51_34,22,14,1,51
P51_35,42,18,3,51
P51_36,40,16,4,51
P51_37,30,5,3,51
P51_38,18,11,4,51
P51_39,48,7,4,51
P51_40,26,8,4,51
P51_41,3,9,5,51
P51_42,3,14,1,51
P51_43,20,8,4,51
P51_44,7,7,2,51
P51_45,7,15,2,51
P51_46,49,12,2,51
P51_47,48,10,1,51
P51_48,22,11,1,51
P51_49,19,1,2,51
P51_50,20,11,5,51
P52_1,38,20,5,52
P52_2,24,20,1,52
P52_3,7,19,4,52
P52_4,1,12,2,52
P52_5,29,10,4,52
P52_6,28,20,2,52
P52_7,7,8,5,52
P52_8,5,3,3,52
P52_9,38,1,4,52
P52_10,2,11,1,52
P52_11,6,16,3,52
P52_12,31,4,4,52
P52_13,5,2,2,52
P52_14,24,18,1,52
P52_15,35,20,5,52
P52_16,21,14,4,52
P52_17,5,1,4,52
P52_18,0,10,3,52
P52_19,1,10,4,52
P52_20,34,13,5,52
P52_21,26,9,1,52
P52_22,46,18,3,52
P52_23,12,10,4,52
P52_24,7,13,4,52
P52_25,11,18,4,52
P52_26,31,11,1,52
P52_27,7,7,2,52
P52_28,9,15,3,52
P52_29,16,4,2,52
P52_30,39,10,4,52
P52_31,46,7,2,52
P52_32,4,14,2,52
P52_33,11,12,4,52
P52_34,16,2,1,52
P52_35,11,6,2,52
P52_36,5,19,2,52
P52_37,14,6,4,52
P52_38,1,10,4,52
P52_39,41,16,5,52
P52_40,18,4,4,52
P52_41,0,14,5,52
P52_42,37,3,5,52
P52_43,4,4,2,52
P52_44,5,10,2,52
P52_45,43,11,2,52
P52_46,13,12,2,52
P52_47,31,7,5,52
P52_48,50,7,2,52
P52_49,29,13,3,52
P52_50,42,2,3,52
P53_1,25,16,4,53
P53_2,36,20,5,53
P53_3,25,16,1,53
P53_4,16,16,1,53
P53_5,40,13,4,53
P53_6,24,16,2,53
P53_7,5,14,2,53
P53_8,23,13,5,53
P53_9,26,7,1,53
P53_10,11,15,1,53
P53_11,45,7,2,53
P53_12,25,10,5,53
P53_13,8,7,4,53
P53_14,4,5,5,53
P53_15,26,19,4,53
P53_16,44,13,3,53
P53_17,34,16,3,53
P53_18,17,5,1,53
P53_19,23,12,3,53
P53_20,44,20,1,53
P53_21,17,20,4,53
P53_22,38,11,2,53
P53_23,9,18,5,53
P53_24,6,7,1,53
P53_25,33,13,3,53
P53_26,32,2,3,53
P53_27,16,8,1,53
P53_28,44,13,3,53
P53_29,13,11,2,53
P53_30,39,18,5,53
P53_31,48,6,5,53
P53_32,3,2,5,53
P53_33,29,20,1,53
P53_34,25,19,4,53
P53_35,5,5,2,53
P53_36,50,16,5,53
P53_37,41,1,3,53
P53_38,33,2,1,53
P53_39,32,4,5,53
P53_40,14,5,3,53
P53_41,0,2,1,53
P53_42,45,10,4,53
P53_43,14,5,3,53
P53_44,15,18,2,53
P53_45,16,12,5,53
P53_46,7,4,5,53
P53_47,14,15,5,53
P53_48,26,18,4,53
P53_49,42,11,2,53
P53_50,20,5,5,53
P54_1,15,11,5,54
P54_2,27,3,2,54
P54_3,25,18,1,54
P54_4,41,12,2,54
P54_5,18,20,5,54
P54_6,42,2,4,54
P54_7,10,13,4,54
P54_8,18,6,4,54
P54_9,46,2,1,54
P54_10,23,9,5,54
P54_11,2,19,3,54
P54_12,41,7,5,54
P54_13,21,18,1,54
P54_14,48,17,2,54
P54_15,7,14,3,54
P54_16,33,10,3,54
P54_17,18,15,5,54
P54_18,13,10,4,54
P54_19,37,18,2,54
P54_20,48,12,3,54
P54_21,28,6,2,54
P54_22,41,14,5,54
P54_23,13,11,1,54
P54_24,26,7,5,54
P54_25,37,9,4,54
P54_26,11,1,1,54
P54_27,14,13,2,54
P54_28,3,17,5,54
P54_29,5,6,3,54
P54_30,2,4,1,54
P54_31,31,16,1,54
P54_32,11,18,1,54
P54_33,8,19,3,54
P54_34,30,1,5,54
P54_35,34,17,4,54
P54_36,33,12,4,54
P54_37,16,17,4,54
P54_38,48,18,4,54
P54_39,20,20,2,54
P54_40,26,1,4,54
P54_41,25,20,1,54
P54_42,40,19,4,54
P54_43,27,1,4,54
P54_44,16,1,2,54
P54_45,4,20,2,54
P54_46,15,19,1,54
P54_47,37,10,3,54
P54_48,17,18,1,54
P54_49,8,12,3,54
P54_50,25,2,5,54
P55_1,36,7,4,55
P55_2,7,6,4,55
P55_3,15,8,1,55
P55_4,10,5,5,55
P55_5,14,4,5,55
P55_6,21,2,4,55
P55_7,4,13,5,55
P55_8,49,3,5,55
P55_9,13,5,4,55
P55_10,15,8,5,55
P55_11,2,6,3,55
P55_12,29,12,2,55
P55_13,29,1,2,55
P55_14,44,9,1,55
P55_15,11,7,2,55
P55_16,37,13,5,55
P55_17,4,2,3,55
P55_18,17,8,1,55
P55_19,20,7,4,55
P55_20,10,4,3,55
P55_21,36,15,3,55
P55_22,36,12,4,55
P55_23,43,4,5,55
P55_24,48,10,3,55
P55_25,30,12,1,55
P55_26,8,6,4,55
P55_27,24,6,4,55
P55_28,1,16,2,55
P55_29,36,11,2,55
P55_30,46,1,4,55
P55_31,20,18,3,55
P55_32,9,3,1,55
P55_33,50,8,2,55
P55_34,20,6,3,55
P55_35,27,16,3,55
P55_36,43,14,4,55
P55_37,28,10,1,55
P55_38,43,13,4,55
P55_39,28,15,3,55
P55_40,39,7,2,55
P55_41,1,10,4,55
P55_42,42,16,2,55
P55_43,8,14,2,55
P55_44,40,11,4,55
P55_45,9,13,3,55
P55_46,33,7,4,55
P55_47,29,10,2,55
P55_48,17,8,5,55
P55_49,20,3,5,55
P55_50,20,18,2,55
P56_1,11,4,1,56
P56_2,5,16,3,56
P56_3,27,20,2,56
P56_4,24,12,5,56
P56_5,50,9,4,56
P56_6,27,13,2,56
P56_7,30,2,3,56
P56_8,47,20,4,56
P56_9,22,14,5,56
P56_10,1,2,3,56
P56_11,43,15,1,56
P56_12,17,2,5,56
P56_13,46,6,2,56
P56_14,41,14,2,56
P56_15,29,18,2,56
P56_16,46,13,5,56
P56_17,10,5,1,56
P56_18,15,3,3,56
P56_19,24,4,4,56
P56_20,46,10,4,56
P56_21,25,8,5,56
P56_22,28,11,1,56
P56_23,21,11,4,56
P56_24,12,8,2,56
P56_25,21,1,4,56
P56_26,11,5,3,56
P56_27,42,18,5,56
P56_28,11,15,2,56
P56_29,39,10,2,56
P56_30,13,7,5,56
P56_31,12,16,4,56
P56_32,42,11,2,56
P56_33,37,14,5,56
P56_34,34,12,1,56
P56_35,11,6,1,56
P56_36,26,3,1,56
P56_37,43,10,2,56
P56_38,23,11,1,56
P56_39,1,8,5,56
P56_40,24,17,2,56
P56_41,44,18,1,56
P56_42,18,4,1,56
P56_43,16,11,4,56
P56_44,1,7,5,56
P56_45,16,9,3,56
P56_46,6,5,3,56
P56_47,28,16,4,56
P56_48,13,19,3,56
P56_49,34,9,5,56
P56_50,50,5,2,56
P57_1,21,19,3,57
P57_2,18,2,1,57
P57_3,35,20,1,57
P57_4,42,7,2,57
P57_5,11,8,2,57
P57_6,28,1,5,57
P57_7,12,13,4,57
P57_8,25,6,3,57
P57_9,44,8,4,57
P57_10,40,5,2,57
P57_11,20,11,5,57
P57_12,38,6,4,57
P57_13,12,12,3,57
P57_14,32,4,3,57
P57_15,29,5,3,57
P57_16,31,9,1,57
P57_17,40,7,1,57
P57_18,48,14,3,57
P57_19,4,16,2,57
P57_20,47,14,5,57
P57_21,17,19,2,57
P57_22,27,3,4,57
P57_23,4,12,4,57
P57_24,3,20,1,57
P57_25,25,8,2,57
P57_26,34,1,5,57
P57_27,35,17,4,57
P57_28,26,7,5,57
P57_29,16,2,4,57
P57_30,16,9,1,57
P57_31,6,4,2,57
P57_32,19,12,4,57
P57_33,43,8,2,57
P57_34,44,13,3,57
P57_35,23,13,3,57
P57_36,25,12,4,57
P57_37,32,20,5,57
P57_38,35,13,5,57
P57_39,8,6,3,57
P57_40,6,12,5,57
P57_41,9,17,5,57
P57_42,40,15,3,57
P57_43,32,19,4,57
P57_44,12,11,2,57
P57_45,42,1,2,57
P57_46,30,18,4,57
P57_47,18,2,3,57
P57_48,47,15,1,57
P57_49,26,17,3,57
P57_50,43,1,5,57
P58_1,4,9,2,58
P58_2,31,10,4,58
P58_3,18,8,3,58
P58_4,16,16,3,58
P58_5,35,2,3,58
P58_6,5,6,2,58
P58_7,24,16,1,58
P58_8,37,4,4,58
P58_9,20,3,1,58
P58_10,33,14,1,58
P58_11,14,5,2,58
P58_12,9,7,3,58
P58_13,33,9,3,58
P58_14,3,9,3,58
P58_15,9,9,4,58
P58_16,12,19,2,58
P58_17,18,3,5,58
P58_18,40,8,1,58
P58_19,23,12,4,58
P58_20,41,10,3,58
P58_21,0,19,2,58
P58_22,36,13,4,58
P58_23,8,8,4,58
P58_24,45,4,4,58
P58_25,0,3,4,58
P58_26,6,20,5,58
P58_27,1,6,2,58
P58_28,15,4,5,58
P58_29,37,13,2,58
P58_30,10,6,4,58
P58_31,46,18,4,58
P58_32,44,9,3,58
P58_33,12,10,4,58
P58_34,0,12,3,58
P58_35,38,4,4,58
P58_36,34,8,2,58
P58_37,25,19,1,58
P58_38,7,16,1,58
P58_39,2,4,5,58
P58_40,14,19,3,58
P58_41,14,16,5,58
P58_42,9,13,3,58
P58_43,13,13,1,58
P58_44,5,3,1,58
P58_45,5,12,4,58
P58_46,7,19,4,58
P58_47,42,8,2,58
P58_48,20,6,4,58
P58_49,11,20,2,58
P58_50,41,9,1,58
P59_1,39,14,3,59
P59_2,24,2,1,59
P59_3,12,18,1,59
P59_4,10,2,4,59
P59_5,28,7,2,59
P59_6,32,7,2,59
P59_7,2,12,2,59
P59_8,17,9,4,59
P59_9,26,5,5,59
P59_10,43,8,2,59
P59_11,12,6,1,59
P59_12,41,18,1,59
P59_13,32,9,2,59
P59_14,47,20,3,59
P59_15,22,13,3,59
P59_16,44,9,3,59
P59_17,0,18,1,59
P59_18,25,1,3,59
P59_19,11,13,5,59
P59_20,13,18,2,59
P59_21,25,6,3,59
P59_22,2,10,2,59
P59_23,35,8,5,59
P59_24,3,18,4,59
P59_25,11,1,3,59
P59_26,20,11,5,59
P59_27,5,20,1,59
P59_28,14,15,3,59
P59_29,33,12,1,59
P59_30,10,2,3,59
P59_31,46,14,3,59
P59_32,50,1,5,59
P59_33,9,4,1,59
P59_34,0,16,5,59
P59_35,4,5,5,59
P59_36,25,15,1,59
P59_37,47,8,4,59
P59_38,37,7,4,59
P59_39,10,6,3,59
P59_40,0,10,3,59
P59_41,23,8,5,59
P59_42,14,15,5,59
P59_43,30,14,5,59
P59_44,36,5,5,59
P59_45,31,2,3,59
P59_46,15,9,4,59
P59_47,18,1,1,59
P59_48,25,14,1,59
P59_49,29,5,2,59
P59_50,18,8,3,59
P60_1,34,14,3,60
P60_2,5,2,3,60
P60_3,16,20,2,60
P60_4,19,13,2,60
P60_5,10,20,3,60
P60_6,19,13,1,60
P60_7,31,1,5,60
P60_8,38,19,1,60
P60_9,36,2,2,60
P60_10,50,20,3,60
P60_11,19,19,5,60
P60_12,34,17,2,60
P60_13,3,12,1,60
P60_14,39,8,5,60
P60_15,5,18,5,60
P60_16,23,6,1,60
P60_17,29,18,4,60
P60_18,14,7,1,60
P60_19,33,15,5,60
P60_20,28,14,1,60
P60_21,36,7,4,60
P60_22,2,2,1,60
P60_23,22,18,5,60
P60_24,43,20,5,60
P60_25,50,11,5,60
P60_26,11,19,2,60
P60_27,13,20,5,60
P60_28,48,9,2,60
P60_29,16,4,4,60
P60_30,12,4,4,60
P60_31,28,13,3,60
P60_32,0,6,4,60
P60_33,33,10,4,60
P60_34,5,14,3,60
P60_35,49,16,2,60
P60_36,14,14,3,60
P60_37,8,6,3,60
P60_38,48,11,5,60
P60_39,24,5,3,60
P60_40,42,17,3,60
P60_41,14,9,3,60
P60_42,1,17,5,60
P60_43,45,20,1,60
P60_44,10,12,2,60
P60_45,25,11,4,60
P60_46,25,6,2,60
P60_47,17,8,5,60
P60_48,24,8,3,60
P60_49,11,2,4,60
P60_50,2,8,2,60
P61_1,21,17,3,61
P61_2,20,20,1,61
P61_3,22,19,5,61
P61_4,17,1,3,61
P61_5,36,2,2,61
P61_6,31,16,2,61
P61_7,29,15,2,61
P61_8,8,19,4,61
P61_9,11,15,2,61
P61_10,9,15,5,61
P61_11,46,6,5,61
P61_12,5,3,1,61
P61_13,27,3,4,61
P61_14,33,17,1,61
P61_15,9,7,5,61
P61_16,14,10,5,61
P61_17,11,19,3,61
P61_18,8,17,5,61
P61_19,45,8,4,61
P61_20,1,13,4,61
P61_21,13,7,4,61
P61_22,40,2,2,61
P61_23,19,17,3,61
P61_24,20,18,1,61
P61_25,28,8,4,61
P61_26,5,7,4,61
P61_27,23,3,1,61
P61_28,29,11,2,61
P61_29,39,14,5,61
P61_30,29,6,5,61
P61_31,38,18,5,61
P61_32,20,11,1,61
P61_33,21,15,4,61
P61_34,47,20,4,61
P61_35,14,15,1,61
P61_36,1,6,4,61
P61_37,38,5,4,61
P61_38,37,20,5,61
P61_39,30,3,2,61
P61_40,18,11,2,61
P61_41,13,6,4,61
P61_42,11,7,5,61
P61_43,3,8,5,61
P61_44,33,7,4,61
P61_45,23,19,2,61
P61_46,11,8,2,61
P61_47,11,4,4,61
P61_48,14,5,3,61
P61_49,33,13,4,61
P61_50,19,2,3,61
P62_1,27,5,4,62
P62_2,2,11,1,62
P62_3,1,17,1,62
P62_4,25,12,5,62
P62_5,38,12,3,62
P62_6,0,15,4,62
P62_7,33,18,5,62
P62_8,20,2,1,62
P62_9,7,1,3,62
P62_10,19,18,1,62
P62_11,3,19,2,62
P62_12,6,17,1,62
P62_13,31,17,1,62
P62_14,27,5,3,62
P62_15,38,7,4,62
P62_16,3,8,2,62
P62_17,19,5,5,62
P62_18,41,5,1,62
P62_19,11,10,4,62
P62_20,18,16,4,62
P62_21,21,5,1,62
P62_22,31,16,1,62
P62_23,35,11,1,62
P62_24,30,8,1,62
P62_25,8,18,1,62
P62_26,33,2,2,62
P62_27,10,1,1,62
P62_28,22,18,3,62
P62_29,35,1,2,62
P62_30,25,9,3,62
P62_31,11,1,2,62
P62_32,1,9,5,62
P62_33,6,11,5,62
P62_34,50,18,2,62
P62_35,3,10,2,62
P62_36,9,8,5,62
P62_37,19,9,5,62
P62_38,5,12,1,62
P62_39,46,15,5,62
P62_40,21,9,5,62
P62_41,9,10,2,62
P62_42,50,3,5,62
P62_43,47,12,3,62
P62_44,19,15,5,62
P62_45,13,5,3,62
P62_46,7,1,4,62
P62_47,7,9,3,62
P62_48,22,8,4,62
P62_49,13,8,1,62
P62_50,12,9,4,62
P63_1,34,16,1,63
P63_2,29,1,4,63
P63_3,27,6,5,63
P63_4,7,5,1,63
P63_5,6,18,1,63
P63_6,19,4,4,63
P63_7,10,7,5,63
P63_8,12,4,3,63
P63_9,19,10,2,63
P63_10,16,1,2,63
P63_11,17,18,4,63
P63_12,7,4,1,63
P63_13,7,18,1,63
P63_14,26,6,1,63
P63_15,10,8,2,63
P63_16,4,18,2,63
P63_17,9,10,5,63
P63_18,32,12,1,63
P63_19,30,1,1,63
P63_20,43,2,3,63
P63_21,14,14,1,63
P63_22,30,16,2,63
P63_23,44,12,3,63
P63_24,29,9,5,63
P63_25,8,6,2,63
P63_26,9,12,2,63
P63_27,30,10,4,63
P63_28,9,10,3,63
P63_29,10,3,3,63
P63_30,36,6,4,63
P63_31,15,18,3,63
P63_32,39,18,3,63
P63_33,45,10,5,63
P63_34,44,4,1,63
P63_35,19,14,2,63
P63_36,50,4,3,63
P63_37,19,12,2,63
P63_38,24,19,1,63
P63_39,40,18,5,63
P63_40,7,5,1,63
P63_41,47,2,5,63
P63_42,26,18,1,63
P63_43,4,6,2,63
P63_44,10,17,4,63
P63_45,3,5,4,63
P63_46,47,8,3,63
P63_47,38,6,3,63
P63_48,38,9,1,63
P63_49,8,4,2,63
P63_50,38,9,1,63
P64_1,33,6,5,64
P64_2,47,8,4,64
P64_3,12,20,3,64
P64_4,18,5,1,64
P64_5,4,1,5,64
P64_6,14,13,5,64
P64_7,47,6,2,64
P64_8,22,15,3,64
P64_9,0,8,3,64
P64_10,45,17,1,64
P64_11,34,7,2,64
P64_12,20,10,3,64
P64_13,40,12,1,64
P64_14,4,7,5,64
P64_15,16,9,4,64
P64_16,17,2,5,64
P64_17,33,15,3,64
P64_18,3,18,2,64
P64_19,20,4,3,64
P64_20,30,3,4,64
P64_21,1,18,5,64
P64_22,34,8,4,64
P64_23,42,6,5,64
P64_24,37,17,3,64
P64_25,15,12,4,64
P64_26,28,8,5,64
P64_27,4,15,2,64
P64_28,17,8,4,64
P64_29,27,3,2,64
P64_30,35,7,3,64
P64_31,34,4,1,64
P64_32,17,1,3,64
P64_33,13,13,4,64
P64_34,8,5,3,64
P64_35,41,9,4,64
P64_36,32,18,4,64
P64_37,50,9,2,64
P64_38,17,19,3,64
P64_39,20,10,2,64
P64_40,35,16,2,64
P64_41,37,2,2,64
P64_42,48,11,5,64
P64_43,36,20,1,64
P64_44,33,16,4,64
P64_45,8,19,5,64
P64_46,28,19,5,64
P64_47,41,3,4,64
P64_48,45,1,2,64
P64_49,35,3,3,64
P64_50,41,10,5,64
P65_1,28,11,4,65
P65_2,29,10,2,65
P65_3,44,13,5,65
P65_4,39,17,3,65
P65_5,32,20,4,65
P65_6,27,17,2,65
P65_7,26,13,5,65
P65_8,20,9,2,65
P65_9,42,17,4,65
P65_10,27,18,4,65
P65_11,30,5,1,65
P65_12,0,17,5,65
P65_13,33,16,5,65
P65_14,49,10,4,65
P65_15,28,18,2,65
P65_16,22,6,1,65
P65_17,47,20,3,65
P65_18,38,10,4,65
P65_19,17,2,5,65
P65_20,2,2,4,65
